,name
14420,Neil Shelton (Earth-616)
14421,Nell Hardy (Earth-616)
14422,Nelson Cragg (Earth-616)
14423,Norman Gentry (Earth-616)
14424,Olivia Hook (Earth-616)
14425,Oprah Winfrey (Earth-616)
14426,Orlando (Earth-616)
14427,Orville Bock (Earth-616)
14428,Pasco (Earth-616)
14429,Paul Vance (Earth-616)
14430,Phyllis Dennefer (Earth-616)
14431,Phyty (Earth-616)
14432,Politus (Earth-616)
14433,Positron (Annie) (Earth-616)
14434,Rana Mousabi (Earth-616)
14435,Richard Taine (Earth-616)
14436,Robert Dolan (Earth-616)
14437,Roger Grey (Earth-616)
14438,Ronnie (Mutant) (Earth-616)
14439,Roy Dennefer (Earth-616)
14440,Russell Feldman (Earth-616)
14441,Samaya (Earth-616)
14442,Sarah Purser (Earth-616)
14443,Sean Beckett (Earth-616)
14444,Senator Dickerson (Earth-616)
14445,Sergeant Davis (Earth-616)
14446,Sonya van Jagt (Earth-616)
14447,Spa-fon and Squa-tront (Earth-616)
14448,Steve Cochrane (Earth-616)
14449,Tarq Maru (Earth-616)
14450,Theodore Pendleton (Earth-616)
14451,Tin (Horse) (Earth-616)
14452,Tiv (Earth-616)
14453,Tom Boldstep (Earth-616)
14454,Tony Romeo (Earth-616)
14455,Trucker (Earth-616)
14456,Unarmed Training Automaton 110 (Earth-616)
14457,Veil (Corporation) (Earth-616)
14458,Videoman (Earth-616)
14459,Vincent Pettine (Earth-616)
14460,ZeeBee (Earth-616)
14461,Abbas al-Abbad (Earth-616)
14462,Adamantine (Earth-616)
14463,Akira Kiamata (Earth-616)
14464,Alan Spaulding (Earth-616)
14465,Alistair (Earth-616)
14466,Andr\u00e9 (Earth-616)
14467,Antiphon (Earth-616)
14468,Beefcake (LMD) (Earth-616)
14469,Bei-Ming Tian (Earth-616)
14470,Bill Price (Earth-616)
14471,Bird-Man (Earth-616)
14472,Blondie (Lupine) (Earth-616)
14473,Bubba (Earth-616)
14474,Buzz Cooper (Earth-616)
14475,Calvin Goynes (Earth-616)
14476,Conrad (Earth-616)
14477,Deko (Earth-616)
14478,Delphi (Morlock) (Earth-616)
14479,Detective Fant\u00f4me (Earth-616)
14480,Detective Fontana (Earth-616)
14481,Detective Simon (Earth-616)
14482,Devil Dinosaur (Clone) (Earth-616)
14483,Dex (Omaha) (Earth-616)
14484,Diableri (Earth-616)
14485,Dimitri Kantov (Earth-616)
14486,Dimitri Smirkov (Earth-616)
14487,Docteur Q (Earth-616)
14488,Doctor Locke (Earth-616)
14489,Dzyan (Earth-616)
14490,El Chupacabra (Earth-616)
14491,Elsbeth Kleinenshvitz (Earth-616)
14492,Father Spider (Earth-616)
14493,Foot of Doom (Earth-616)
14494,Ghiough (Earth-616)
14495,Govan (Earth-616)
14496,Grasshopper (Unnamed) (Earth-616)
14497,Greg Forest (Earth-616)
14498,Hademar Zemo (Earth-616)
14499,Harley Cooper (Earth-616)
14500,Heller Zemo (Earth-616)
14501,Helmuth Zemo (Earth-616)
14502,Herbert Zemo (Earth-616)
14503,Hilliard Zemo (Earth-616)
14504,Hobart Zemo (Earth-616)
14505,Horst Brandauer (Earth-616)
14506,Hurricane (Civil War) (Earth-616)
14507,Infinity T.A.P. (Earth-616)
14508,Insecticide (Earth-616)
14509,J. Patrick Smitty (Earth-616)
14510,Janet Grant (Earth-616)
14511,Karen Trudeaux (Earth-616)
14512,Kwai Jun-Fau (Earth-616)
14513,La Lumi\u00e8re Bleue (Earth-616)
14514,Le Cowboy (Earth-616)
14515,Le Vent (Earth-616)
14516,Lightstorm (Earth-616)
14517,Longlegs Secundus (Earth-616)
14518,Marquez (Earth-616)
14519,Matt Landru (Earth-616)
14520,McAllister (Earth-616)
14521,Michele Michaels (Earth-616)
14522,Mike Williams (Earth-616)
14523,Milo Gunderson (Earth-616)
14524,Nurotox (Earth-616)
14525,Olivia Cooper (Earth-616)
14526,Peggy Park (Earth-616)
14527,Plunderer (Impersonator) (Earth-616)
14528,Professor Duck (Earth-616)
14529,Pseter Psarker (Earth-616)
14530,Qwerty (Earth-616)
14531,Red Dragon (SHE) (Earth-616)
14532,Ricky (Earth-616)
14533,Roberto Ferrar (Earth-616)
14534,Scarlet Spider (Criminal) (Earth-616)
14535,Scorpion Queen (Earth-616)
14536,Serpent King (Earth-616)
14537,Shira Myles (Earth-616)
14538,Simon Strange (Earth-616)
14539,Slag (Earth-616)
14540,Slough (Earth-616)
14541,Spider-Mech (Earth-616)
14542,Tamara Sims (Earth-616)
14543,Ten-Cor (Earth-616)
14544,Tenta-Clone (Earth-616)
14545,Timoran (Earth-616)
14546,Tony Stark 2.0 (Earth-616)
14547,Vayle (Earth-616)
14548,Vision (Onslaught Reborn) (Earth-616)
14549,Adam Simon (Earth-616)
14550,Alarr (Earth-616)
14551,Allen Crater (Earth-616)
14552,Andre Mexer (Earth-616)
14553,Andr\u00e9 Gerard (Skrull) (Earth-616)
14554,Anitun (Earth-616)
14555,B. LeTendre (Earth-616)
14556,Baski (Earth-616)
14557,Brightstorm (Earth-616)
14558,Castor (Earth-616)
14559,Ch-Gra (Earth-616)
14560,Chell-Tek (Earth-616)
14561,Chronos (Earth-616)
14562,Crater (Earth-616)
14563,Dalx (Earth-616)
14564,Dan Smoltz (Earth-616)
14565,Darlene Sims (Earth-616)
14566,David Gonzales (Earth-616)
14567,Denny Drake (Earth-616)
14568,Dharr (Earth-616)
14569,Discharge (Earth-616)
14570,Dray (Earth-616)
14571,Dzirot (Earth-616)
14572,Edmund (Earth-616)
14573,Ernst Fleisher (Earth-616)
14574,Faze (Earth-616)
14575,Fazekas (Earth-616)
14576,Feng Po-po (Earth-616)
14577,Fighter One (Earth-616)
14578,Flugron (Earth-616)
14579,Galfrax (Earth-616)
14580,Great Mongoose (Earth-616)
14581,Harold Hogan (Earth-20051)
14582,Hrzzhr (Earth-616)
14583,Hzzhzz (Earth-616)
14584,Imo Miri (Earth-616)
14585,Impact (Luminals) (Earth-616)
14586,Inhumans (Skrull) (Earth-616)
14587,Inti (Earth-616)
14588,Jiang (Earth-616)
14589,Jifjoc (Earth-616)
14590,John McCoy (Earth-616)
14591,Junichiro (Earth-616)
14592,Karl Reifschneider (Earth-616)
14593,Kingii (Earth-616)
14594,Krakoa II (Earth-616)
14595,Kuhrra Daizonest (Earth-616)
14596,Lady Shadra (Earth-616)
14597,Lior Eschel (Earth-616)
14598,M.O.D.O.G. (Earth-616)
14599,Magnitude (Earth-616)
14600,Matt Dowd (Earth-616)
14601,Matthew Murdock (Skrull) (Earth-616)
14602,Mavis Trent (Earth-616)
14603,Mercedes (Hellfire Club) (Earth-616)
14604,Michael White (Earth-616)
14605,Mighty Mother (Earth-616)
14606,Mr. Abbott (Earth-616)
14607,Mrs. Abbott (Earth-616)
14608,Olson (Earth-616)
14609,Ozzie Tanaka (Earth-616)
14610,Paula (Earth-616)
14611,Reed Richards (Skrull) (Earth-616)
14612,Robert Bruce Banner (Skrull) (Earth-616)
14613,Roc (Earth-616)
14614,Santos (Earth-616)
14615,Selma Schaub (Earth-616)
14616,Senus (Earth-616)
14617,Sharon Ventura (Skrull) (Earth-616)
14618,Skrull (Heavy Hitters) (Earth-616)
14619,Squire Gulo (Earth-616)
14620,Ssrov (Earth-616)
14621,St. George (Earth-616)
14622,Suspensor (Earth-616)
14623,Tarene (Skrull) (Earth-616)
14624,Tayln Roark (Earth-616)
14625,Terrance Sorenson (Skrull) (Earth-616)
14626,Thaddeus Destine (Earth-616)
14627,Theo Bomba (Earth-616)
14628,Tian Mutant (Earth-616)
14629,Toros (Skrull) (Earth-616)
14630,Tral (Earth-616)
14631,Triploid Mutant (Artificial Mutant) (Earth-616)
14632,Turner (Earth-616)
14633,Ulysses Lugman (Skrull) (Earth-616)
14634,Valentina Allegra de Fontaine (Skrull) (Earth-616)
14635,Wishing Man (Earth-616)
14636,Xiong (Earth-616)
14637,8-Ball II (Earth-616)
14638,Anton Aubuisson (Earth-616)
14639,Bernice (Earth-616)
14640,Beth Sooner (Earth-616)
14641,Billy Ward (Earth-616)
14642,Bryan Anderson (Earth-616)
14643,Buford Hollis (Skrull) (Earth-616)
14644,Catherine Price (Earth-616)
14645,Charles Graymalkin (Earth-616)
14646,Cloud Runner (Earth-616)
14647,Dahrev (Earth-616)
14648,David Green (Earth-616)
14649,Derrick Richardson (Earth-616)
14650,Devil Dinosaur (Skrull) (Earth-616)
14651,Diemoas (Earth-616)
14652,Dmitri Ivankov (Earth-616)
14653,Dorhun (Earth-616)
14654,Elias Hudson (Earth-616)
14655,Fenn-Ra (Earth-616)
14656,Francis Key (Earth-616)
14657,Frederick Hudson II (Earth-616)
14658,Freena (Earth-616)
14659,Freya Shane (Earth-616)
14660,Gavin (Earth-616)
14661,Gog (Deity) (Earth-616)
14662,Grasshopper (Skrull) (Earth-616)
14663,Grog (Ape-Man) (Earth-616)
14664,Grondaar (Earth-616)
14665,Guy Dimond (Earth-616)
14666,Harrald (Earth-616)
14667,Helen Cho (Earth-616)
14668,Hem-Netjer (Earth-616)
14669,Henrik Weber (Earth-616)
14670,Hijack (Earth-616)
14671,Input (Earth-616)
14672,James Jackson (Earth-616)
14673,Jenny Keaton (Earth-616)
14674,Jianjun (Earth-616)
14675,Joanne Lucas (Earth-616)
14676,John Hancock (Earth-616)
14677,John Price (Earth-616)
14678,John Skinner (Earth-616)
14679,John Warden (Earth-616)
14680,Josh Atwater (Earth-616)
14681,Julius Dupree (Earth-616)
14682,Korgo (Earth-616)
14683,Kren (Earth-616)
14684,Kyle Dyne (Earth-616)
14685,Lenny Sirkes (Earth-616)
14686,Li Park (Earth-616)
14687,Liev-Ra (Earth-616)
14688,Lobo (Skrull) (Earth-616)
14689,Lucas Maats (Earth-616)
14690,Luther Creed (Earth-616)
14691,M-1 (Earth-616)
14692,M-12 (Earth-616)
14693,M-3 (Earth-616)
14694,M-5 (Earth-616)
14695,M-8 (Earth-616)
14696,Major Samson (Earth-616)
14697,Mary Arnett (Earth-616)
14698,Mary Price (Earth-616)
14699,Max Farrell (Earth-616)
14700,Michael Watts (Earth-616)
14701,Mictlantecuhtli (Deity) (Earth-616)
14702,Molyneux (Earth-616)
14703,Most Perfect Hero (Earth-616)
14704,Nassis (Earth-616)
14705,Nazi Doctor (Legion Personality) (Earth-616)
14706,Nicola Bradley (Earth-616)
14707,Ninth Immortal (Earth-616)
14708,Olivia Hooks (Earth-616)
14709,Opistho (Earth-616)
14710,Patrick Rourke (Earth-616)
14711,Philip Cho (Earth-616)
14712,Princess of Clouds (Earth-616)
14713,Proctidae (Earth-616)
14714,Quoggoth (Earth-616)
14715,Rebecca Barnes (Earth-616)
14716,Robert Shaw (Earth-616)
14717,Roger Ramsey (Earth-616)
14718,Rose Chambers (Earth-616)
14719,Salome (Earth-616)
14720,Scarab (Earth-616)
14721,Skin-Bender (Earth-616)
14722,Sky Song (Earth-616)
14723,Smasher III (Earth-616)
14724,Specs (Legion Personality) (Earth-616)
14725,Susa-No-O-Izumo (Earth-616)
14726,Tangerine (Earth-616)
14727,Tennet (Earth-616)
14728,Thunderer (Earth-616)
14729,Travis Butler (Earth-616)
14730,Tsukiyomi (Earth-616)
14731,Ursula (Nazi) (Earth-616)
14732,Vincent Astor (Earth-616)
14733,Visage (Earth-616)
14734,Vitana (Earth-616)
14735,William Anthony (Earth-616)
14736,William Beanes (Earth-616)
14737,Winston Manchester (Skrull) (Earth-616)
14738,Wyatt Ohnn (Earth-616)
14739,Yagyu Kojiro (Earth-616)
14740,Zyziwc Tiel (Earth-616)
14741,115 (Legion Personality) (Earth-616)
14742,762 (Legion Personality) (Earth-616)
14743,Abu M\u016bs\u0101 J\u0101bir ibn Hayy\u0101n al-Azdi (Earth-616)
14744,Achak (Earth-616)
14745,Assistant Watcher (Earth-616)
14746,Bill Davis (Earth-616)
14747,Brank (Earth-616)
14748,Calvin Cooley (Earth-616)
14749,Carapace (Earth-616)
14750,Cassandra Kaufman (Earth-616)
14751,Chetfield Murray (Earth-616)
14752,Chosk-Dynn (Earth-616)
14753,Clovis Maines (Earth-616)
14754,Cody Twain (Earth-616)
14755,Crone (Earth-616)
14756,Cronk (Earth-616)
14757,Cteno (Earth-616)
14758,Darlene (Earth-616)
14759,Declan McGuinness (Earth-616)
14760,Dendrok (Earth-616)
14761,Deputy Charlie (Earth-616)
14762,Doctor Satan (Earth-616)
14763,Drowning Shadow (Earth-616)
14764,El-Ta (Earth-616)
14765,Elphane (Earth-616)
14766,Eos (Deity) (Earth-616)
14767,Gannon (Earth-616)
14768,Glitch (Earth-616)
14769,Hathor (Earth-616)
14770,Helene St. Just (Earth-616)
14771,Horodowsky (Earth-616)
14772,Huang Qiaolian (Earth-616)
14773,Husni (Earth-616)
14774,Igor Vanko (Earth-616)
14775,Imhotep (Earth-616)
14776,Iron Comrade (Earth-616)
14777,Jason (Siege Character) (Earth-616)
14778,Jason Halloway (Earth-616)
14779,Jeffrey Winstone (Earth-616)
14780,Jimmy (Broxton) (Earth-616)
14781,Joe Karnelli (Earth-616)
14782,Karl (Earth-616)
14783,Karl Lykos (Brood Clone) (Earth-616)
14784,Klaus Fuchs (Earth-616)
14785,Korda (Earth-616)
14786,Koru Kaviti (Earth-616)
14787,Krakoa (Brood Clone) (Earth-616)
14788,Kyte (Earth-616)
14789,Leo Zimm (Earth-616)
14790,Leon Matheson (Earth-616)
14791,Liam Cassidy (Earth-616)
14792,Lifecode (Earth-616)
14793,Louise Spalding (Earth-616)
14794,Malachy Quinn (Earth-616)
14795,Matchstick Girl (Earth-616)
14796,Mato (Earth-616)
14797,Mayzen (Earth-616)
14798,Melgorno (Earth-616)
14799,Mentor (Female) (Earth-616)
14800,Milla (Earth-616)
14801,Mister Y (Earth-616)
14802,Morgan (Dream Realm) (Earth-616)
14803,Mr. Cohuelo (Earth-616)
14804,Mrs. Cohuelo (Earth-616)
14805,Mrs. Spalding (Earth-616)
14806,Ms. Puck-Man (Earth-616)
14807,Musere (Earth-616)
14808,Nagenda (Earth-616)
14809,Nareema (Earth-616)
14810,Night Witch (Earth-616)
14811,Orblog (Earth-616)
14812,Orlaa (Earth-616)
14813,Otto (SS) (Earth-616)
14814,Owen McGuinness (Earth-616)
14815,Paulo Munoz (Earth-616)
14816,Piedra Dura (Earth-616)
14817,Porphyr (Earth-616)
14818,Poser (Earth-616)
14819,Professor Lawson (Earth-616)
14820,Protector (1940s) (Earth-616)
14821,Protector-Bot (Earth-616)
14822,Puck-Man (Earth-616)
14823,Raankor (Earth-616)
14824,Ram Metunga (Earth-616)
14825,Sheba Sugarfangs (Earth-616)
14826,Sheriff Dale (Earth-616)
14827,Sleeping Mist (Earth-616)
14828,Smicky (Earth-616)
14829,Strel (Earth-616)
14830,Tejpal Gavaskar (Earth-616)
14831,The Eyeball (Earth-616)
14832,Thela (Earth-616)
14833,Thetis (Earth-616)
14834,Tito Falcon (Earth-616)
14835,Tod Kaufman (Earth-616)
14836,Undar (Earth-616)
14837,Verg (Earth-616)
14838,Virilian (Earth-616)
14839,Voltar (Earth-616)
14840,Waya (Earth-616)
14841,William Kinmont (Earth-616)
14842,Woodward Himes (Earth-616)
14843,181 (Legion Personality) (Earth-616)
14844,933 (Legion Personality) (Earth-616)
14845,Abomination (Morlock) (Earth-616)
14846,Alice Terrel (Earth-616)
14847,Ambur Amaquelin (Earth-616)
14848,Annie Coleman (Earth-616)
14849,Archimedes (Earth-616)
14850,Arnim Zola 4.2.3 (Earth-616)
14851,Arris (Earth-616)
14852,August Hirt (Earth-616)
14853,Backhand (Earth-616)
14854,Big Roy (Earth-616)
14855,Bluzia (Earth-616)
14856,Boreas (Earth-616)
14857,Brian Cole (Earth-616)
14858,Byrd (Earth-616)
14859,Byte (Gammadroid) (Earth-616)
14860,Carlos Ayala (Earth-616)
14861,Cassandra Michaels (Earth-616)
14862,Charles Davies (Earth-616)
14863,Charlie Stokes (Earth-616)
14864,Curtis Nolan (Earth-616)
14865,David Rickford (Earth-616)
14866,Delphic (Legion Personality) (Earth-616)
14867,Den Vakre (Earth-616)
14868,Doc (Guardsman) (Earth-616)
14869,Dolores Downing (Earth-616)
14870,Edmund (Guardian Editor) (Earth-616)
14871,Emmett (Earth-616)
14872,Emmie Stevens (Earth-616)
14873,Enaku (Earth-616)
14874,Ertzia (Earth-616)
14875,Ferid Ekmecic (Earth-616)
14876,Flare (Earth-616)
14877,Garrity (Earth-616)
14878,Geza (Earth-616)
14879,Gin Goh (Earth-616)
14880,Grain Belt (Earth-616)
14881,Gwendolyne Stacy (Abby-L) (Earth-616)
14882,Hayes (Earth-616)
14883,Hecara (Earth-616)
14884,Huang (Earth-616)
14885,Indali (Earth-616)
14886,Iroxx (Earth-616)
14887,Jakkaru (Earth-616)
14888,Jennifer Grimaldi (Earth-616)
14889,Jennifer Monroe (Earth-616)
14890,Johnny Gomorrah (Legion Personality) (Earth-616)
14891,Judy Lyman (Earth-616)
14892,Kasim (Earth-616)
14893,Kelly (Healer) (Earth-616)
14894,Kerwin Stockwell (Earth-616)
14895,Kluh (Earth-616)
14896,Kurod Ormaon (Earth-616)
14897,Lanie (Earth-616)
14898,Laurent (Earth-616)
14899,Legate (Earth-616)
14900,Leo Jacobson (Earth-616)
14901,Leonard Gary (Earth-616)
14902,Lord Kodo (Earth-616)
14903,Lynn Richards (Earth-616)
14904,Madame (Earth-616)
14905,Madu (Earth-616)
14906,Magnetic Man (Earth-616)
14907,Major Stephenson (Earth-616)
14908,Malcolm Monroe (Earth-616)
14909,Maureen (Mutant) (Earth-616)
14910,Maya Benjamin (Earth-616)
14911,Meadowlark (Earth-616)
14912,Michael Bloomberg (Earth-616)
14913,Mignonette Gotlib (Earth-616)
14914,Nolor (Earth-616)
14915,Orb (Neo) (Earth-616)
14916,Palmer Adley (Earth-616)
14917,Phil (Stamford resident) (Earth-616)
14918,Pillar (Earth-616)
14919,Pioneer (Earth-616)
14920,Poi (Earth-616)
14921,Quelin (Earth-616)
14922,Red Webo (Earth-616)
14923,Reginald Harris (Earth-616)
14924,Repulse (Earth-616)
14925,Robert Martin (Earth-616)
14926,Ronald (Mutant) (Earth-616)
14927,Ryuhei Kodo (Earth-616)
14928,Sandra Murphy (Earth-616)
14929,Seer (Serpent) (Earth-616)
14930,Shahrazad Rafiee (Earth-616)
14931,Shapur II (Earth-616)
14932,Sin-Eater (Earth-616)
14933,Sinew (Neo) (Earth-616)
14934,Singularity (Neo) (Earth-616)
14935,Siri Ullall (Earth-616)
14936,Sofia di Cosimo (Earth-616)
14937,Stare (Earth-616)
14938,Steve (Teenage Hero) (Earth-616)
14939,Stone Colossus (Earth-616)
14940,Sunflower (Earth-616)
14941,Suzume (Earth-616)
14942,Tan (Earth-616)
14943,Teller (Earth-616)
14944,Terrence (Earth-616)
14945,Thrann (Earth-616)
14946,Tiki (Earth-616)
14947,Topeka (Earth-616)
14948,Transisto-Mech (Earth-616)
14949,Two-ton (Earth-616)
14950,Vorster (Earth-616)
14951,Walter Coleman (Earth-616)
14952,Weston Minkovitch (Earth-616)
14953,William Boddicker (Earth-616)
14954,Wongus (Earth-616)
14955,Wyatt McDonald (Zombie Clone) (Earth-616)
14956,Zeeshan (Earth-616)
14957,Zel Credo (Earth-616)
14958,Adriana Soria (Princess) (Earth-616)
14959,Ah-Muzencab (Earth-616)
14960,All-Blud (Earth-616)
14961,Alpha Achromic (Earth-616)
14962,Arnold Dane (Earth-616)
14963,Atticus Trask (Earth-TRN361)
14964,Edmund Heines (Earth-616)
14965,Eva (Earth-616)
14966,Flashfire (Hatchitech) (Earth-616)
14967,Gareth Cargill (Earth-616)
14968,Gur (Earth-616)
14969,Hoggscarr (Earth-616)
14970,Innsbruck the Planner (Earth-616)
14971,Insignia (Earth-616)
14972,Judex (Earth-616)
14973,Krawskin (Earth-616)
14974,Madelyne Pryor (Clone) (Earth-616)
14975,Mints (Earth-616)
14976,Musidora (Earth-616)
14977,Nathaniel Essex (Rebellious Clone) (Earth-616)
14978,Oshemar (Earth-616)
14979,Phoenix (Hatchitech) (Earth-616)
14980,Pit Bull (Earth-616)
14981,Ripcorde (Hatchitech) (Earth-616)
14982,Rotary (Earth-616)
14983,Striker (Hatchitech) (Earth-616)
14984,Susanna Dane (Earth-616)
14985,Vile (Earth-616)
14986,Vunderknight (Earth-616)
14987,Wanxia (Earth-616)
14988,Wolverine (Hatchitech) (Earth-616)
14989,Zaoxing (Earth-616)
14990,Andras Bertesy (Earth-616)
14991,Andrew Jackson (President) (Earth-616)
14992,Anna Ryker (Earth-616)
14993,Anthony Miller (Earth-616)
14994,Boxx (Earth-616)
14995,Bryan Ryker (Earth-616)
14996,Celestial Gardener (Earth-616)
14997,Chronodon (Legion Personality) (Earth-616)
14998,Colin Forty-Four (Earth-616)
14999,Colin Thirty-Three (Earth-616)
15000,Cowboy (Legion Personality) (Earth-616)
15001,Death (11th Century) (Earth-616)
15002,Famine (11th Century) (Earth-616)
15003,Findle the Finder (Legion Personality) (Earth-616)
15004,Folkbern Logan (Earth-616)
15005,Franklin Pierce (Earth-616)
15006,Green Skull (Earth-616)
15007,James K. Polk (Earth-616)
15008,John Tyler (Earth-616)
15009,Joseph Rogers (Earth-616)
15010,Juan Carlos Valencia (Earth-616)
15011,Juliana Valencia (Earth-616)
15012,K-Zek the Conduit (Legion Personality) (Earth-616)
15013,Kirbax the Kraklar (Legion Personality) (Earth-616)
15014,Ksenia Nadejda Panov (Legion Personality) (Earth-616)
15015,Kyzerra Os (Earth-616)
15016,Linda (Earth-616)
15017,Man-Thing (Savage Land) (Earth-616)
15018,Martin Van Buren (Earth-616)
15019,Max Kelvin (Legion Personality) (Earth-616)
15020,Megatu (Earth-616)
15021,Metallax the Untamer (Legion Personality) (Earth-616)
15022,Millard Fillmore (Earth-616)
15023,Mister Moctezuma (Earth-616)
15024,Mr. Kane (Earth-616)
15025,Natalie Turner (Earth-616)
15026,Non-Newtonian Annie (Legion Personality) (Earth-616)
15027,Pestilence (11th Century) (Earth-616)
15028,Peter Brown (Earth-616)
15029,Pukatus Jr. (Legion Personality) (Earth-616)
15030,Robert Michaud (Earth-616)
15031,Sacino (Earth-616)
15032,Skinsmith (Legion Personality) (Earth-616)
15033,Thing Under the Sand (Earth-616)
15034,War (11th Century) (Earth-616)
15035,William Henry Harrison (Earth-616)
15036,Wormwhole Wodo (Legion Personality) (Earth-616)
15037,Zachary Taylor (Earth-616)
15038,Zubar (Legion Personality) (Earth-616)
15039,Aardvark (Earth-616)
15040,Arcturus (Angel) (Earth-616)
15041,Askella (Earth-616)
15042,Axe (Valkyries) (Earth-616)
15043,Azoth (Earth-616)
15044,Baryn (Earth-616)
15045,Billy Vanderlyn (Earth-616)
15046,Black Metal (Earth-616)
15047,Brio (Earth-616)
15048,C.J. Vogel (Earth-616)
15049,Cain (Earth-616)
15050,Capricorn (Android II) (Earth-616)
15051,Carlos McNally (Earth-616)
15052,Chakel (Earth-616)
15053,Claude LeBron (Earth-616)
15054,Cliff Morgan (Earth-616)
15055,Colin Smith (Earth-616)
15056,Confucius (Robot) (Earth-616)
15057,Crag (Earth-616)
15058,Daboia (Earth-616)
15059,Dagora (Earth-616)
15060,Daniel Wiley (Earth-616)
15061,Deathwalker Prime (Earth-616)
15062,Delusionaut (Legion Personality) (Earth-616)
15063,Doctor Goodwrench (Earth-616)
15064,Doctor Weird (Earth-616)
15065,Dog (China Force) (Earth-616)
15066,Ed (Morlock) (Earth-616)
15067,Edward Magee (Earth-616)
15068,Ephesus (Earth-616)
15069,Erista (Earth-616)
15070,Fade (Earth-616)
15071,Falke (Earth-616)
15072,Felicia Beyer (Earth-616)
15073,Frank Brukner (Earth-616)
15074,Frederick Pemberton (Earth-616)
15075,Gahck (Earth-616)
15076,Genoshan Foreign Minister (Earth-616)
15077,Giant of the Badlands (Earth-616)
15078,Gliitch (Earth-616)
15079,Goldigger (Earth-616)
15080,Gonar (Earth-616)
15081,Gouger (Earth-616)
15082,Gregori Anatolovich (Earth-616)
15083,Greyval Grimson (Earth-616)
15084,Grim Magnus (Earth-616)
15085,Grove (Earth-616)
15086,Guardian (Robot) (Earth-616)
15087,Gudrun the Golden (Earth-616)
15088,Harry Moron (Earth-616)
15089,Highlander (Earth-616)
15090,Horse (China Force) (Earth-616)
15091,Horskuld (Earth-616)
15092,Horst Eisele (Earth-616)
15093,Howard Thurston (Earth-616)
15094,Hyppolyta (Earth-616)
15095,Irene Martinez (Earth-616)
15096,Ishiro Tsuburaya (Earth-616)
15097,Issa Koblev (Earth-616)
15098,Izanagi (The Hand) (Earth-616)
15099,Jack Wiley (Earth-616)
15100,Javier La Brava (Earth-616)
15101,Jim Peterson (Earth-616)
15102,Joe Bugs (Earth-616)
15103,Johnny Punk (Earth-616)
15104,Julio Mendoza (Earth-616)
15105,June Jitsui (Earth-616)
15106,Kaffkal (Earth-616)
15107,Khalf (Earth-616)
15108,Kiri Shamara (Earth-616)
15109,Knot (Earth-616)
15110,Kottus (Earth-616)
15111,Kra (Earth-616)
15112,Lord Pollus (Earth-616)
15113,Louis Farrakhan (Earth-616)
15114,Lusa Gregor (Earth-616)
15115,Magna Mind (Earth-616)
15116,Mairi (Earth-616)
15117,Malcolm Little (Earth-616)
15118,Mantor the Magician (Earth-616)
15119,Marisol Guerra (Earth-616)
15120,Mary Jo Besselo (Earth-616)
15121,McBrain (Earth-616)
15122,Metis (Earth-616)
15123,Micro (Alien) (Earth-616)
15124,Millennius (Earth-616)
15125,Mort Graves (Earth-616)
15126,Mother Bones (Earth-616)
15127,Mrrungo-Mu (Earth-616)
15128,Neolithic (Earth-616)
15129,Officer Holloran (Earth-616)
15130,Pete Gehringer (Earth-616)
15131,Peter Prescott (Earth-616)
15132,Phadros (Earth-616)
15133,Phoenix Messiah (Demon) (Earth-616)
15134,Primate (Earth-616)
15135,Professor Sneer (Earth-616)
15136,Psyk-Out (Earth-616)
15137,Quota (Earth-616)
15138,Randall Andros (Earth-616)
15139,Ricochet Monster (Earth-616)
15140,Roger Fieldston (Earth-616)
15141,Rose (assassin) (Earth-616)
15142,Sabnak (Earth-88194)
15143,Saddam Hussein (Earth-616)
15144,Sanford Williams (Earth-616)
15145,Scarlet (Earth-616)
15146,Smyt (Earth-616)
15147,Soteira (Earth-616)
15148,Sterilon (Earth-616)
15149,Steve Wildfire (Earth-616)
15150,Streetman (Earth-616)
15151,Supernalia (Earth-616)
15152,Sygnet (Earth-616)
15153,Tako Shamara (Ancestor) (Earth-616)
15154,Tako Shamara II (Earth-616)
15155,Teng Yun-Suan (Earth-616)
15156,Thera (Earth-616)
15157,Thomas Dozier (Earth-616)
15158,Thumbnail (Earth-616)
15159,Tnneya (Earth-616)
15160,Todyquiel (Earth-616)
15161,Vapora (Earth-616)
15162,Wheels (Wolinski) (Earth-616)
15163,William Shakespeare (Robot) (Earth-616)
15164,Woodrow McCord (Earth-616)
15165,Yoshi Nagai (Earth-616)
15166,Zola Hulk (Earth-616)
15167,Zola Iron Man (Earth-616)
15168,Zola Thor (Earth-616)
15169,Agent Hayes (Earth-616)
15170,Ajna (Earth-616)
15171,Alice Taylor (Earth-616)
15172,Angela Pym (Earth-616)
15173,Anton Trask (Earth-616)
15174,Avner (Earth-616)
15175,Blockers Bots (Hazards) (Earth-616)
15176,Brad Pym (Earth-616)
15177,Capitaine Fantome (Earth-616)
15178,Chancellor Cassandra (Earth-616)
15179,Chynae (Earth-616)
15180,Cliff Vanloch (Earth-616)
15181,Colton Hendry (Earth-616)
15182,Crime Master (Hobgoblin) (Earth-616)
15183,Crimson (Hunt) (Earth-616)
15184,Dahl (Earth-616)
15185,Derenik Zadian (Earth-616)
15186,Doctor Kettlewell (Earth-616)
15187,Doris (Inhuman) (Earth-616)
15188,Doris Pym (Earth-616)
