,name,ID,HAIR
12936,Dutch Rosenblatt (Earth-616),No Dual Identity,Red Hair
12937,Dyke (Earth-616),,
12938,Eddie (Earth-616),Public Identity,Black Hair
12939,Eschu (Earth-616),,
12940,Esmerelda Castiglione (Earth-616),Public Identity,White Hair
12941,Ezili (Earth-616),,
12942,Fire Hand (Earth-616),,Black Hair
12943,Firefly (Shroud Foe) (Earth-616),Secret Identity,Black Hair
12944,Freak Quincy (Earth-616),Secret Identity,
12945,Garloff (Earth-616),Public Identity,Black Hair
12946,Giacomo Montesi (Earth-616),,
12947,Handsaw (Power Tools) (Earth-616),Secret Identity,Red Hair
12948,Heavy Metal Jacket (Earth-616),Secret Identity,
12949,Hubie Packer (Earth-616),Public Identity,Brown Hair
12950,James Lukus (Earth-616),Public Identity,Brown Hair
12951,Jasper Keaton (Earth-616),,
12952,Jerry Weiderman (Earth-616),,
12953,Jesus Badalemente (Earth-616),,Brown Hair
12954,Jesus Suarez (Earth-616),Secret Identity,
12955,Jethro Prufrock (Earth-616),Public Identity,White Hair
12956,Joyride (Earth-616),,
12957,Killdozer (Earth-616),,
12958,Leon Stort (Earth-616),,
12959,Les (ESU) (Earth-616),Public Identity,Auburn Hair
12960,Lifeline (Earth-616),Secret Identity,Blond Hair
12961,Louis Joubert (Earth-616),Secret Identity,Black Hair
12962,Marcello Montesi (Earth-616),,
12963,Margaret Voelker,,
12964,Martu (Earth-616),,
12965,Mary Beck (Earth-616),No Dual Identity,Blond Hair
12966,Master Elo (Earth-616),Public Identity,White Hair
12967,Mawu (Earth-616),Public Identity,White Hair
12968,Michael (Genoshan Mutate) (Earth-616),Public Identity,Red Hair
12969,Miclas (Earth-616),Secret Identity,
12970,Milena (Earth-616),No Dual Identity,
12971,Mindstorm (Earth-616),Secret Identity,
12972,Missy (Morlock) (Earth-616),Secret Identity,Bald
12973,Moloch (Demon) (Earth-616),,
12974,Mubaru (Earth-616),Public Identity,Black Hair
12975,Napalm (Grip) (Earth-616),,
12976,Oort (Earth-616),Secret Identity,
12977,Otmu (Earth-616),Secret Identity,No Hair
12978,Paul Hazlett (Earth-616),Secret Identity,Auburn Hair
12979,Persuader robot,Secret Identity,No Hair
12980,Pick Axe (Power Tools) (Earth-616),Secret Identity,Blond Hair
12981,Randall Pierce (Earth-616),,Blond Hair
12982,Rapscallion (Earth-616),,
12983,Redblade (Earth-616),,Black Hair
12984,Rocco Castiglione (Earth-616),Public Identity,White Hair
12985,Ruby (Ravens) (Earth-616),,
12986,Rudy Vanderberger (Earth-616),,Brown Hair
12987,Saja (Earth-616),,
12988,Samson (Morlock) (Earth-616),Secret Identity,Pink Hair
12989,Sayf ad-Din Abu Bakr al-Malik al-Adil (Earth-616),Public Identity,Black Hair
12990,Scope (Criminal) (Earth-616),Secret Identity,Black Hair
12991,Sean Grahl (Earth-616),Secret Identity,Black Hair
12992,Se\u00f1or Muerte (Terrorist) (Earth-616),Secret Identity,
12993,Shara (Earth-616),Public Identity,
12994,Sinifer (Earth-616),,No Hair
12995,Slagmire (Earth-616),Public Identity,Brown Hair
12996,Soar (Earth-616),,
12997,Soong (Earth-616),Public Identity,Black Hair
12998,Sprint (Grip) (Earth-616),,
12999,Stalker (Mutant) (Earth-616),,Blond Hair
13000,Steel-Fist (Earth-616),,
13001,Stevie (Earth-616),Secret Identity,Black Hair
13002,Sylvia (ESU) (Earth-616),Public Identity,Black Hair
13003,Talks-To-Spirits (Earth-616),Public Identity,White Hair
13004,Tamone (Earth-616),,Black Hair
13005,Targi (Earth-616),Public Identity,Brown Hair
13006,Teleplex (Earth-616),,
13007,Theodore LeSeig (Earth-616),Secret Identity,Bald
13008,Tom Nakadai (Earth-616),Secret Identity,
13009,Tone-Def (Earth-616),,
13010,Torg (Agent of Frederick Dirkreich) (Earth-616),Secret Identity,
13011,Triphammer (Power Tools) (Earth-616),Secret Identity,Brown Hair
13012,Ualu (Earth-616),Secret Identity,No Hair
13013,Uzi (Grip) (Earth-616),Secret Identity,
13014,Varney (Mortimer) (Earth-616),Public Identity,Brown Hair
13015,Vega-Superior (Earth-616),Secret Identity,No Hair
13016,Vice (Grip) (Earth-616),,
13017,Vice (Power Tools) (Earth-616),Secret Identity,Blond Hair
13018,Vincent Gardner (Earth-616),Secret Identity,
13019,Wee One (Earth-616),,White Hair
13020,Wildmoon (Earth-616),Public Identity,White Hair
13021,Willow-Dancer (Earth-616),,Brown Hair
13022,Windmill (Grip) (Earth-616),,
13023,Yoshida Asano (Earth-616),,
13024,Zenith (Earth-616),Secret Identity,Bald
13025,11-Ball (Earth-616),Secret Identity,
13026,9-Ball (Earth-616),Secret Identity,
13027,Aa-Gorn (Earth-616),No Dual Identity,Black Hair
13028,Acba (Earth-616),Secret Identity,No Hair
13029,Ahh (Earth-616),,White Hair
13030,Alex Lipton (Earth-616),Public Identity,
13031,Alphan (Earth-616),Secret Identity,
13032,Avandalia (Earth-616),,Blond Hair
13033,Balaban (Earth-616),No Dual Identity,Red Hair
13034,Bertram (Earth-616),No Dual Identity,No Hair
13035,Blowtorch (Earth-616),Secret Identity,
13036,Bouncer (Speedball Foe) (Earth-616),,
13037,Bruuk (Earth-616),,No Hair
13038,Bulwark (Berditchev Agent) (Earth-616),Secret Identity,Bald
13039,Calumet (Earth-616),,
13040,Cary Albertson (Earth-616),,Brown Hair
13041,Cassandra Romulus (Earth-616),Public Identity,Blond Hair
13042,Chimera (Femizons) (Earth-616),Secret Identity,Brown Hair
13043,Christina Aguilar (Earth-616),Public Identity,Brown Hair
13044,Clarissa (Asgardian) (Earth-616),,
13045,Cobweb (Sleepwalker Foe) (Earth-616),,
13046,Cypress (Roxxon Agent) (Earth-616),Secret Identity,Brown Hair
13047,Delta Nine (Earth-616),No Dual Identity,Black Hair
13048,Dovina (Earth-616),,Blond Hair
13049,Edda (Watcher) (Earth-616),,No Hair
13050,Editor (Earth-616),Secret Identity,Brown Hair
13051,Edward Vanelli (Earth-616),,
13052,Egma (Earth-616),,Bald
13053,Elematrix (Earth-616),,
13054,Erik Saltz (Earth-616),Public Identity,Brown Hair
13055,Ernest Mills (Earth-616),,Bald
13056,Euphy Aguilar (Earth-616),Public Identity,Brown Hair
13057,Fangu (Earth-616),,No Hair
13058,Franklin Hume (Earth-616),Public Identity,
13059,Gene Hoffman (Earth-616),Public Identity,Black Hair
13060,General Brinkhaus (Earth-616),,
13061,Gilmore Hodge (Earth-616),Public Identity,
13062,Gregor Smirnoff (Earth-616),,Grey Hair
13063,Grylak (Earth-616),,Purple Hair
13064,Haag (Deviant) (Earth-616),,
13065,Harry Delgado (Earth-616),,
13066,Hypertron 1.0 (Chester) (Earth-616),Secret Identity,
13067,Iceworm (Earth-616),,No Hair
13068,Inorganic Technotroid (Earth-616),,
13069,Instant Replay (Earth-616),Secret Identity,Brown Hair
13070,Itzhak Berditchev (Earth-616),Public Identity,Grey Hair
13071,Izanami (The Hand) (Earth-616),Secret Identity,Black Hair
13072,Jacqueline Freeman (Earth-616),Public Identity,
13073,Jake Miller (Earth-616),,Brown Hair
13074,James Fletcher (Earth-616),Public Identity,
13075,James Howlett (War Skrull) (Earth-616),Secret Identity,
13076,Joey (Morlock) (Earth-616),,
13077,Joey Farrell (Earth-616),,Black Hair
13078,John Rozum (Earth-616),,
13079,Jonothon Cayre (Earth-616),,
13080,Jubilation Lee (War Skrull) (Earth-616),,
13081,Kalee Batrei (Earth-616),Public Identity,Black Hair
13082,Katinka (Earth-616),No Dual Identity,White Hair
13083,Koln (Earth-616),,No Hair
13084,Kyral (Earth-616),No Dual Identity,White Hair
13085,Malachi Oz (Earth-616),Public Identity,Grey Hair
13086,Martin Freeman (Earth-616),Public Identity,
13087,Marvin Bailey (Earth-616),,Black Hair
13088,Mechadoom (Earth-616),Secret Identity,
13089,Michael Shauneghan (Earth-616),Public Identity,Brown Hair
13090,Moth (Earth-616),Secret Identity,Black Hair
13091,Myron Schmertz (Earth-616),Secret Identity,Auburn Hair
13092,Nanabozho (Earth-616),,
13093,Nelson Gruber (Earth-616),Public Identity,Brown Hair
13094,Nicos Pelletier (Earth-616),,Bald
13095,Norm (LMD) (Earth-616),,
13096,Olar (Earth-616),,
13097,Otto Weiss (Earth-616),,
13098,Patty Kurlychek (Earth-616),,Red Hair
13099,Pinta (Earth-616),Secret Identity,Red Hair
13100,Pixie (Morlocks) (Earth-616),Secret Identity,Brown Hair
13101,Purty Larry (Android) (Earth-616),Secret Identity,Blond Hair
13102,Ree (Earth-616),,No Hair
13103,Sardan (Earth-616),No Dual Identity,No Hair
13104,Shalak (Earth-616),,
13105,Shiv (Gangster) (Earth-616),Public Identity,Black Hair
13106,Slambeaux (Android) (Earth-616),Secret Identity,Black Hair
13107,Spear (Chaste) (Earth-616),Secret Identity,Black Hair
13108,Stinger (Golden Age Angel Foe) (Earth-616),,Bald
13109,Surge (Alien) (Earth-616),Secret Identity,Black Hair
13110,Suzanne Gaffney (Earth-616),Public Identity,Blond Hair
13111,Tenelle (Earth-616),Secret Identity,Black Hair
13112,The Composite Being (Earth-616),,Black Hair
13113,Thobadzistshin (Earth-616),,Black Hair
13114,Twit (Android) (Earth-616),Secret Identity,Brown Hair
13115,Tyrannus Cordin (Earth-616),Public Identity,Bald
13116,Visara (Earth-616),,
13117,Warwolf (Cybertek) (Earth-616),Secret Identity,
13118,Wayopex (Earth-616),Secret Identity,Bald
13119,Windstorm (Earth-616),Secret Identity,Blond Hair
13120,Xak (Earth-616),No Dual Identity,No Hair
13121,Zalaski (Earth-616),No Dual Identity,
13122,Adjunct (Earth-616),Secret Identity,Purple Hair
13123,Aeish (Earth-616),,
13124,Amalgam (Earth-616),Secret Identity,Black Hair
13125,Amy Brewer (Earth-616),No Dual Identity,Blond Hair
13126,Anatoly Vonya (Earth-616),,
13127,Andre (Hydra) (Earth-616),No Dual Identity,
13128,Animator (Earth-616),,
13129,Arlo Samuelson (Earth-616),,Brown Hair
13130,Basenji (Earth-616),Secret Identity,Black Hair
13131,Basilisk (Hellbent) (Earth-616),,Brown Hair
13132,Bernard LeBranche (Earth-616),Secret Identity,
13133,Blackball (Earth-616),,
13134,Brain Cell (Kevin) (Earth-616),,Blond Hair
13135,Carlos Alvarez (Earth-616),No Dual Identity,Black Hair
13136,Chester Harrigan (Earth-616),Public Identity,Auburn Hair
13137,Cinder (Earth-616),,Bald
13138,Clemence Duval (Earth-616),Secret Identity,
13139,Corben Rubinstein (Earth-616),Public Identity,
13140,Creed (Lilin) (Earth-616),Secret Identity,Red Hair
13141,Dar Mal Goth (Earth-616),,
13142,Eugene Stone (Earth-616),,
13143,Gaffney (Earth-8410),Public Identity,Blond Hair
13144,Galen (Earth-616),No Dual Identity,No Hair
13145,Garft (Earth-616),Public Identity,Black Hair
13146,Gentle Gregor (Earth-616),,
13147,George Chesterford (Earth-616),Public Identity,Brown Hair
13148,Glomm (Earth-616),Secret Identity,No Hair
13149,Gloria Justin (Earth-616),,
13150,Griefsavor,,
13151,Harvey Glass (Earth-616),Public Identity,Brown Hair
13152,Holmes (Hydra) (Earth-616),Public Identity,
13153,Idnar (Earth-616),,
13154,Ismalda (Earth-616),Public Identity,
13155,J. Pennington Pennypacker (Earth-616),,
13156,Jacqueline Tavarez (Earth-616),Public Identity,Black Hair
13157,Jalfaha Dahn (Earth-616),Public Identity,
13158,Jan Radar (Earth-616),Secret Identity,Blond Hair
13159,Jean Grey (Doppelganger) (Earth-616),Secret Identity,Red Hair
13160,Jeter Kan Toon (Earth-616),,
13161,Joanne Beaubier (Earth-616),Public Identity,
13162,Jonathan Storm (Doppelganger) (Earth-616),,
13163,Kevin Wilson (Earth-616),Secret Identity,
13164,Kruggar (Earth-616),No Dual Identity,No Hair
13165,Malcolm Codsworth (Earth-616),Public Identity,Red Hair
13166,Mandibus (Earth-616),Public Identity,No Hair
13167,Marc Danson (Earth-616),Public Identity,
13168,Marianne Waters (Earth-616),Public Identity,Blond Hair
13169,Maxwell Wilson (Earth-616),Public Identity,Black Hair
13170,MeMe (Morlock) (Earth-616),Secret Identity,
13171,Monte (Earth-616),Secret Identity,Green Hair
13172,Monte Devlin (Earth-616),Secret Identity,
13173,Mother-of-Pain,,
13174,Myra Lee Sal (Earth-616),,
13175,Nikolai Vonya (Earth-616),,
13176,Oliver Denton (Earth-616),,Black Hair
13177,Omerta (Earth-616),Secret Identity,Black Hair
13178,Ornette Higgenbotham (Earth-616),Public Identity,Black Hair
13179,Ororo Munroe (Doppelganger) (Earth-616),,
13180,Pascal Tyler (Earth-616),Public Identity,Black Hair
13181,Paul Danvers (Earth-616),Public Identity,
13182,Paul Trent (Earth-616),,
13183,Peter London (Earth-616),Public Identity,White Hair
13184,Phelix (Earth-616),Secret Identity,White Hair
13185,Phiend (Earth-616),,
13186,Phit (Earth-616),,
13187,Phlegm (Earth-616),,
13188,Phlopp (Earth-616),,
13189,Phopp (Earth-616),,
13190,Prodigy (Polish) (Earth-616),Secret Identity,Blond Hair
13191,Raleigh Chamberlain (Earth-616),,
13192,Ravello Medina (Earth-616),Public Identity,Brown Hair
13193,Reverend Stryker (Power Cult) (Earth-616),,Black Hair
13194,Rick McLaurin (Earth-616),Public Identity,
13195,Roberto Gonzago (Earth-616),No Dual Identity,Black Hair
13196,Rock Wit Mike (Earth-616),,
13197,Sandstorm (Earth-616),,
13198,Scattershot (Natalya) (Earth-616),Secret Identity,
13199,Sean Bernard (Earth-616),Secret Identity,Brown Hair
13200,Siberion (Earth-616),Secret Identity,
13201,Siobhan (Earth-616),No Dual Identity,Blond Hair
13202,Skullcrasher (Earth-616),Secret Identity,
13203,Stencil (Maria) (Earth-616),Secret Identity,Bald
13204,Technocrat (Earth-616),Secret Identity,Black Hair
13205,Thanademos (Earth-616),,Black Hair
13206,Tilda (Asgardian) (Earth-616),,Brown Hair
13207,Tongar (Earth-616),,Red Hair
13208,Traci Fields (Earth-616),Public Identity,
13209,Ursula (Swiss) (Earth-616),Secret Identity,Blond Hair
13210,Veronica Stryker (Earth-616),,Black Hair
13211,Vibrato (Earth-616),Secret Identity,Black Hair
13212,White Ninja (Earth-616),,
13213,William Baker (Impostor) (Earth-616),Secret Identity,Brown Hair
13214,Ygmlosvorraich (Earth-616),,
13215,Yoyo (Hydra) (Earth-616),Public Identity,
13216,Zoya Vasilievna (Earth-616),Secret Identity,
13217,Abahla (Earth-616),Secret Identity,Black Hair
13218,Abner Dunson (Earth-616),No Dual Identity,
13219,Adahm (Earth-616),No Dual Identity,Bald
13220,Adrian Eiskalt (Earth-616),No Dual Identity,Brown Hair
13221,Al Shaitan (Earth-616),,Grey Hair
13222,Alan Trent (Earth-616),,
13223,Alex Grimond (Earth-616),,
13224,Alice (Genosha) (Earth-616),No Dual Identity,Blond Hair
13225,Anakalak (Earth-616),No Dual Identity,No Hair
13226,Angel of Death (Dark Angel) (Earth-616),Secret Identity,
13227,Anton Bigelow (Earth-616),,Black Hair
13228,Armand Galante (Earth-616),Secret Identity,
13229,Armando Aviles (Earth-616),,Black Hair
13230,Armaziel (Earth-616),,No Hair
13231,Assassin (Mimeyoshi) (Earth-616),,Black Hair
13232,Avram Siegel (Earth-616),,
13233,Bald Twins (Earth-616),Secret Identity,Bald
13234,Bartholomew Ingrid (Earth-616),No Dual Identity,Brown Hair
13235,Baru (Earth-616),,Bald
13236,Beetroot (Earth-616),Secret Identity,No Hair
13237,Bisento (Snakeroot) (Earth-616),Secret Identity,
13238,Bison (Warpies) (Earth-616),Secret Identity,Brown Hair
13239,Brian Kornfield (Earth-616),Secret Identity,Blond Hair
13240,Chanda (Earth-616),Secret Identity,Black Hair
13241,Charles Amundson (Earth-616),Secret Identity,Blond Hair
13242,Charlie Ronalds (Earth-616),Secret Identity,No Hair
13243,Colin Powell (Earth-616),Public Identity,Black Hair
13244,Cool Million (Earth-616),,Black Hair
13245,Corrine Walton (Earth-616),Secret Identity,Black Hair
13246,Cristoph Pfeifer (Earth-616),Secret Identity,
13247,Cruz (Earth-616),Public Identity,Black Hair
13248,Culex (Earth-616),Secret Identity,
13249,Dark Legion (Lilin) (Earth-616),Secret Identity,Blond Hair
13250,Dark Tower (Chess Set) (Earth-616),Secret Identity,Bald
13251,David Pennant (Earth-616),Secret Identity,
13252,Delusion (Earth-616),Secret Identity,Blond Hair
13253,Denak (Earth-616),,No Hair
13254,Dirk Leydon (Earth-616),,Blond Hair
13255,Dusk (Hellbent) (Earth-616),,Bald
13256,Dyskor (Earth-616),,No Hair
13257,Eradikator 6 (Earth-616),,
13258,F.T. Strang (Earth-616),Public Identity,White Hair
13259,Fabian Nicieza (Earth-616),,
13260,Fizzure (Earth-616),Secret Identity,
13261,Flame (Plug-Uglies) (Earth-616),Secret Identity,Black Hair
13262,Flare (Hellbent) (Earth-616),Secret Identity,Brown Hair
13263,Foam (Emil) (Earth-616),Secret Identity,Bald
13264,Gabriel Gant (Earth-616),,
13265,Garrg (Earth-616),Public Identity,Brown Hair
13266,Geoff Monte (Earth-616),Public Identity,Brown Hair
13267,Georgi Luchkov (Earth-616),Public Identity,Black Hair
13268,Giant of the Storm (Earth-616),Secret Identity,White Hair
13269,Gina Palumbo (Earth-616),Public Identity,Brown Hair
13270,Girth (Lilin) (Earth-616),Secret Identity,
13271,Glagg (Earth-616),Public Identity,Bald
13272,Gnash (Earth-616),Secret Identity,Bald
13273,Graczia (Earth-616),No Dual Identity,
13274,Grim Guardian (Earth-616),,Blond Hair
13275,Gus Yaccarino (Earth-616),,Black Hair
13276,Hardaway (Cyborg) (Earth-616),,
13277,Harold Marks (Earth-616),Secret Identity,
13278,Harran (Earth-616),Public Identity,
13279,Harry Kenkoy (Earth-616),,Black Hair
13280,Harry Ronalds (Earth-616),,Black Hair
13281,Hector (Rapidfire) (Earth-616),Secret Identity,Black Hair
13282,Hector Sandrose (Earth-616),,
13283,Holocaust (Earth-616),Secret Identity,No Hair
13284,Infinks (Lilin) (Earth-616),Secret Identity,
13285,Iris (Warpies) (Earth-616),Secret Identity,Brown Hair
13286,James Spencer (Earth-616),Public Identity,Black Hair
13287,Kalen (Earth-616),Public Identity,Black Hair
13288,Kao-Gotu Suru (Earth-616),,
13289,Kenneth Sjolin (Earth-616),,
13290,Killer Queen (Chess Set) (Earth-616),Secret Identity,White Hair
13291,Killjoy (Earth-616),Secret Identity,Black Hair
13292,King Coal (Chess Set) (Earth-616),Secret Identity,Bald
13293,Kralor (Earth-616),,
13294,Kurt Geinstach (Earth-616),Public Identity,
13295,Len Arkwright (Earth-616),Public Identity,Grey Hair
13296,Lenore St. Croix (Earth-616),Secret Identity,Black Hair
13297,Lens (Warpies) (Earth-616),Secret Identity,No Hair
13298,Lisa Beckman (Earth-616),,
13299,Louis Banque (Earth-616),,Brown Hair
13300,Lowdown (Earth-616),Secret Identity,Bald
13301,Macross (Terminus) (Earth-616),Secret Identity,Bald
13302,Malvin Umbridge (Earth-616),,Brown Hair
13303,Manuel Torres (Earth-616),Public Identity,Black Hair
13304,Mara Arliss (Earth-616),No Dual Identity,Black Hair
13305,Marcus Grantby-Fox (Earth-616),Public Identity,Grey Hair
13306,Matthew Harsh (Earth-616),Secret Identity,
13307,Megataur (Earth-616),Public Identity,No Hair
13308,Mister Miracle (Earth-616),,
13309,Mitchell Chambers,,
13310,Monstrosity (Earth-616),Secret Identity,No Hair
13311,Mordechai Kovax (Earth-616),Secret Identity,
13312,Murmur (Hellbent) (Earth-616),Secret Identity,No Hair
13313,Mutate 682 (Earth-616),Secret Identity,Bald
13314,Nautak (Earth-616),Public Identity,White Hair
13315,Nick Malloy (Earth-616),Secret Identity,Blond Hair
13316,Osaku (Earth-616),Secret Identity,
13317,Over-Knight (Chess Set) (Earth-616),Secret Identity,
13318,Percy van Norton (Earth-616),Secret Identity,Black Hair
13319,Phil Donahue (Earth-616),Public Identity,White Hair
13320,Prune (Warpies) (Earth-616),Secret Identity,Bald
13321,Raksasa (Earth-616),Secret Identity,No Hair
13322,Randall Macklin (Earth-616),Secret Identity,
13323,Reggie Bitters (Earth-616),,
13324,Rhonda Monte (Earth-616),Public Identity,Brown Hair
13325,Rico Lazar (Earth-616),Public Identity,Black Hair
13326,Rigor Mortis (Earth-616),Secret Identity,Black Hair
13327,Robert Brasman (Earth-616),Secret Identity,
13328,Robert Nazario (Earth-616),,Black Hair
13329,Robin Ronalds (Earth-616),,Brown Hair
13330,Sam Yurimoto (Earth-616),Secret Identity,
13331,Sammael (Earth-616),Secret Identity,No Hair
13332,Samson Rourke (Earth-616),Public Identity,
13333,Sara Harrington (Earth-616),Public Identity,Red Hair
13334,Scan (Earth-616),Secret Identity,No Hair
13335,Scope (Warpies) (Earth-616),Secret Identity,No Hair
13336,Serene Miami (Earth-616),Secret Identity,
13337,Skitter (Earth-616),Secret Identity,Black Hair
13338,Skitter (Lilin) (Earth-616),Secret Identity,
13339,Skulveig (Earth-616),Public Identity,Bald
13340,Sonar (Warpies) (Earth-616),Secret Identity,Brown Hair
13341,Sophie Grimm (Earth-616),,
13342,Spitfire (Lilin) (Earth-616),Secret Identity,
13343,Succubus (Nightmare) (Earth-616),Secret Identity,
13344,Tailspin (Hellbent) (Earth-616),,Bald
13345,Tessa (Vampire) (Earth-616),Secret Identity,Black Hair
13346,Timothy Chambers (Earth-616),Public Identity,White Hair
13347,Triplex (Earth-616),,
13348,Tristram Oberbeck (Earth-616),,No Hair
13349,Uchio Tanaka (Earth-616),Secret Identity,Bald
13350,Victor Pei (Earth-616),Public Identity,
13351,Wadlow (Earth-616),Secret Identity,
13352,Wanderer (Government Agent) (Earth-616),Secret Identity,Black Hair
13353,Wandor (Earth-616),,
13354,Weapon Y (Earth-616),Secret Identity,Blond Hair
13355,Whisperer (Demon) (Earth-616),Secret Identity,No Hair
13356,Wilhelm Schultz (Earth-616),No Dual Identity,White Hair
13357,William Williams (Earth-616),,Black Hair
13358,Wire (Earth-616),Secret Identity,White Hair
13359,Wish-Demon (Earth-616),Secret Identity,Black Hair
13360,Xiomara (Earth-616),No Dual Identity,Red Hair
13361,Zath (Earth-616),,
13362,107 (Earth-616),Secret Identity,
13363,14 (Earth-616),Secret Identity,
13364,99 (Earth-616),Secret Identity,
13365,Alan Desmond (Earth-616),,Brown Hair
13366,Amelia Voelker (Earth-616),No Dual Identity,Brown Hair
13367,Ampere (Circle of Pavane) (Earth-616),Secret Identity,Brown Hair
13368,Amy Conklin (Earth-616),,
13369,Anabolicus (Earth-616),Secret Identity,Black Hair
13370,Arc (Hellbent) (Earth-616),,Grey Hair
13371,Armada (Android) (Earth-616),,
13372,Attumacht (Earth-616),,Black Hair
13373,Barrett Gage (Earth-616),,Red Hair
13374,Bass (Hellbent) (Earth-616),,
13375,Battlescar (Earth-616),,Black Hair
13376,Beatrice Conners (Earth-616),No Dual Identity,Grey Hair
13377,Belle (Hellbent) (Earth-616),,Black Hair
13378,Benazir Kaur (Earth-616),,Black Hair
13379,Bond (Earth-616),Secret Identity,Black Hair
13380,Borgeddon (Earth-616),Public Identity,Bald
13381,Brawler (Children of Pavane) (Earth-616),Secret Identity,Black Hair
13382,Brick (Phalanx) (Earth-616),,
13383,Carl Kerridge (Earth-616),,White Hair
13384,Carl Washington (Earth-616),,Black Hair
13385,Carmenio (Earth-616),Public Identity,Black Hair
13386,Catherine Deshayes (Earth-616),,
13387,Charles Grey (Earth-616),Public Identity,Blond Hair
13388,Crackdown (Hellbent) (Earth-616),Secret Identity,Bald
13389,Daniel Walker (Earth-616),Public Identity,Black Hair
13390,Dantella (Earth-616),No Dual Identity,Blond Hair
13391,Darg (Earth-616),Public Identity,No Hair
13392,Daze (Fold) (Earth-616),Public Identity,Black Hair
13393,Deathcharge (Earth-616),Secret Identity,Black Hair
13394,Doggerel (Earth-616),,No Hair
13395,Douglas Hutchinson (Earth-616),Secret Identity,Brown Hair
13396,Duntumbla (Earth-616),No Dual Identity,Brown Hair
13397,Dymphna (Earth-616),,
13398,Egon (Earth-616),,
13399,Elijah Jackson (Earth-616),Public Identity,White Hair
13400,Emeneya Nkrumah (Earth-616),,
13401,Enos Warwick (Earth-616),Public Identity,Brown Hair
13402,Enteki II (Snakeroot) (Earth-616),,
13403,Equius (Earth-616),Secret Identity,Grey Hair
13404,Eric Wagner (Earth-616),Public Identity,
13405,Ernest Shackleton (Earth-616),Public Identity,Black Hair
13406,Ervil Allred (Earth-616),Public Identity,
13407,Exile (Demon) (Earth-616),Secret Identity,
13408,Figillulli (Earth-616),No Dual Identity,No Hair
13409,Flashburn (Earth-616),Secret Identity,
13410,Fooferah (Earth-616),Public Identity,Brown Hair
13411,Foundry (Blood) (Earth-616),Secret Identity,White Hair
13412,Frank Cortese (Earth-616),Public Identity,Black Hair
13413,Gabriel Mason (Earth-616),,
13414,Gale (Institute) (Earth-616),Secret Identity,Black Hair
13415,Gayle Cord-Becker (Earth-616),,Brown Hair
13416,Grace Lavreaux (Earth-616),Secret Identity,White Hair
13417,Gregor (Phalanx) (Earth-616),,
13418,Gzoom (Earth-616),Public Identity,No Hair
13419,H. Schwandt (Earth-616),,
13420,Heimdall (Earth-941066),Secret Identity,Brown Hair
13421,Hoarfen (Earth-616),Secret Identity,No Hair
13422,Huyenneyuh (Earth-616),No Dual Identity,Brown Hair
13423,Jaime Munoz (Earth-616),Public Identity,
13424,Janet Sorenson (Earth-616),Public Identity,Black Hair
13425,Janissary (Earth-616),,
13426,Jonathan Brace (Earth-616),,Bald
13427,Karrg (Earth-616),Secret Identity,No Hair
13428,Kay Glayvor (Earth-616),Secret Identity,Blond Hair
13429,Kenny Brown (Earth-616),Public Identity,
13430,Kill-O-Byte (Earth-616),Secret Identity,
13431,Knut Caine (Earth-616),,
13432,Lamia (Vampire) (Earth-616),Secret Identity,Grey Hair
13433,Larissa (Earth-616),,
13434,Lava (Earth-616),Secret Identity,No Hair
13435,Lawrence McKenzie (Earth-616),Public Identity,Black Hair
13436,Lee Gibbons (Earth-616),,Red Hair
13437,M. Camden (Earth-616),,
13438,Malakii (Earth-616),Public Identity,Black Hair
13439,Marty Delarosa (Earth-616),Public Identity,Brown Hair
13440,Matt Ballors (Earth-616),Public Identity,Black Hair
13441,Maurice Grauline (Earth-616),Public Identity,Brown Hair
13442,Max Belmonde (Earth-616),,
13443,Meridian (Earth-616),Secret Identity,Blond Hair
13444,Miximixim (Earth-616),Public Identity,Black Hair
13445,Nkotha (Earth-616),,
13446,Olik (Earth-616),Public Identity,Brown Hair
13447,Paragon (A.I.M.) (Earth-616),,
13448,Paul Conklin Jr. (Earth-616),,
13449,Pavane (Male) (Earth-616),Secret Identity,Brown Hair
13450,Peacekeeper (Joshua) (Earth-616),Secret Identity,Black Hair
13451,Raphael Suarez (Earth-616),,Brown Hair
13452,Raving Beauty (Earth-616),Secret Identity,Blond Hair
13453,Reeva Payge (Earth-616),Secret Identity,Blond Hair
13454,Roberto Ruiz (Earth-616),,Black Hair
13455,Sallen-Bei (Earth-616),Public Identity,
13456,Siingard (Earth-616),Secret Identity,White Hair
13457,Silence (Death Squad) (Earth-616),Secret Identity,
13458,Somnambulist (Earth-616),Secret Identity,Red Hair
13459,Soul Slug (Earth-616),Secret Identity,No Hair
13460,Spike (Hellbent) (Earth-616),Secret Identity,Green Hair
13461,Sporr (Inhuman) (Earth-616),Public Identity,No Hair
13462,Startanious (Earth-616),No Dual Identity,Brown Hair
13463,Stuart Anthony Whyte (Earth-616),Secret Identity,
13464,Stug Bar (Earth-616),Secret Identity,Brown Hair
13465,Taaru (Earth-616),Secret Identity,Bald
13466,Terrigene (Earth-616),Secret Identity,Black Hair
13467,The Writer (Earth-616),,Brown Hair
13468,Tobias (Earth-616),Public Identity,Brown Hair
13469,Tony Reeves (Earth-616),,
13470,Travis Berkeley (Earth-616),No Dual Identity,Black Hair
13471,Travis Slaine (Earth-616),Secret Identity,
